speed,kmh,yaw,rad,pirad
3.579999924,28.44000034,-251.493155,-4.391150325,-1.397184194
3.089999914,28.36800041,-245.0319254,-4.278335205,-1.361288474
2.400000095,28.69199924,-251.2445632,-4.386809834,-1.395803129
1.879999995,28.76399918,-253.3280729,-4.423188574,-1.407378183
1.899999976,29.01600151,-246.2612617,-4.299799807,-1.368118121
2.450000048,28.98000069,-234.4252787,-4.093139787,-1.302362659
2.890000105,28.69199924,-202.0183144,-3.527303902,-1.122323969
4.090000153,28.47599945,-193.7415224,-3.382788486,-1.076341791
4.46999979,28.47599945,-248.1039056,-4.331972955,-1.378355031
4.460000038,28.58400021,-312.3909593,-5.454445321,-1.735505329
4.989999771,28.51200027,-209.9097316,-3.665090552,-1.166165176
5.199999809,28.40399952,-151.9944825,-2.653871917,-0.844413792
5.860000134,28.58400021,-194.4170417,-3.394583268,-1.080094676
6.309999943,28.87200165,-201.5501292,-3.51912924,-1.11972294
6.71999979,28.29600048,-227.3256074,-3.969177272,-1.262920041
6.809999943,28.40399952,-274.0417395,-4.784855769,-1.522454108
6.949999809,28.22400055,-324.7448542,-5.670148248,-1.804138079
7.019999981,28.18799973,-308.8148312,-5.392004989,-1.715637951
7.260000229,28.04399986,-323.7823246,-5.653342176,-1.798790692
7.039999962,27.75600014,-334.4082055,-5.838873429,-1.857823364
6.840000153,27.46800041,-319.7801658,-5.583463212,-1.776556477
6.840000153,27.64799938,-311.2939985,-5.435292037,-1.729411103
6.900000095,27.54000034,-316.0651286,-5.518597483,-1.755917381
6.789999962,27.50399952,-338.5996225,-5.912056901,-1.881109014
6.849999905,27.9,-361.9710587,-6.320129596,-2.010950326
6.670000076,28.33199959,-272.4336767,-4.756778482,-1.513520426
6.889999866,28.72800007,-307.9084708,-5.376179649,-1.710602616
6.730000019,28.44000034,-333.9215089,-5.830375552,-1.855119494
6.409999847,28.8,-358.2025843,-6.254330837,-1.990014357
5.800000191,29.01600151,-313.265123,-5.469708497,-1.740361794
4.5,29.16000137,-308.6761502,-5.389583575,-1.714867501
3.119999886,30.41999931,-364.7471308,-6.368600697,-2.026372949
1.860000014,31.31999931,-354.0561007,-6.181931917,-1.966978337
1.690000057,32.07599945,-351.9337114,-6.144874326,-1.955187286
2.089999914,33.33600082,-365.590478,-6.383325806,-2.031058211
2.619999886,34.4519989,-360.7530103,-6.298862085,-2.004183391
3.019999981,34.66800041,-370.0747995,-6.461623483,-2.055971108
3.829999924,34.88399849,-284.1175292,-4.960782256,-1.578430718
4.090000153,34.81200027,-288.2151272,-5.032327618,-1.601195151
4.320000172,34.56000137,-275.3548985,-4.807783942,-1.529749436
4.559999943,34.63199959,-333.8960176,-5.829930466,-1.854977876
4.96999979,34.27200165,-327.0498909,-5.71039492,-1.816943838
5.300000191,33.98399849,-216.4700392,-3.779635605,-1.202611329
5.440000057,33.69599877,-268.8314708,-4.693882823,-1.493508171
5.519999981,33.87599945,-320.1926155,-5.590664715,-1.778847864
5.880000114,33.73199959,-372.3853188,-6.501965884,-2.068807327
5.559999943,33.87599945,-496.9275607,-8.676512965,-2.760708671
5.630000114,33.76800041,-475.5748112,-8.30368718,-2.642082284
5.550000191,33.51600151,-461.8459401,-8.063976732,-2.565810778
5.360000134,33.15600014,-433.1765183,-7.563399526,-2.406536213
5.480000019,32.58000069,-333.4079663,-5.821408935,-1.852266479
5.409999847,31.46399918,-407.3643154,-7.112710269,-2.263135086
5.190000057,30.81600151,-395.9809749,-6.91395353,-2.199894305
4.739999771,31.46399918,-385.1094523,-6.724133294,-2.139496957
4.320000172,31.89599877,-384.1245879,-6.706937249,-2.134025488
2.829999924,31.82400055,-408.7823643,-7.137469853,-2.271013135
1.929999948,32.97599945,-420.4599332,-7.341363913,-2.335888518
1.480000019,33.58799973,-406.4017288,-7.095903201,-2.257787382
1.679999948,34.2,-397.8999599,-6.947459617,-2.210555333
2.059999943,33.19200096,-339.5874695,-5.929305023,-1.886597053
2.710000038,34.38000069,-348.1417426,-6.078665347,-1.934120792
3.450000048,34.8480011,-372.8497663,-6.510075285,-2.071387591
4.090000153,33.80400123,-395.9635711,-6.913649654,-2.199797617
4.46999979,33.9480011,-395.0415155,-6.897550271,-2.194675086
4.75,33.19200096,-416.9145278,-7.279460009,-2.316191821
4.900000095,32.68799973,-224.0320971,-3.911671537,-1.244622762
5.21999979,33.15600014,-210.1913746,-3.670008128,-1.167729859
5.050000191,33.40799904,-318.3138224,-5.557860391,-1.768410124
5.130000114,33.69599877,-411.8662257,-7.191315052,-2.288145698
4.739999771,32.03999863,-414.5261711,-7.237758543,-2.302923173
4.739999771,32.76000137,-259.7141394,-4.534691323,-1.44285633
